CURSO,DURAÇÃO/SEMESTRES,NOTA DE CORTE MÉDIA,FORMA DE INGRESSO,TIPO,NUMERO DE VAGAS,AREA DE ATUAÇÃO,MED. SALARIAL,MED. FORMANDOS POR SEMESTRE,CAMPUS,MODALIDADE,TURNO,DESCRIÇÃO,LINK PAG. CURSO,ÁREA
ENGENHARIA AMBIENTAL,10,N/A,VESTIBULAR ONLINE/ENEM,BACHARELADO,ILIMITADO,"GESTÃO DE RESÍDUOS, SUSTENTABILIDADE, LICENCIAMENTO","6.800,00",N/A,JUAZEIRO DO NORTE E CRATO,SEMIPRESENCIAL,FLEXÍVEL,"Ideal para quem deseja se tornar um engenheiro preparado para atuar na preservação e controle de poluentes.",https://www.uninter.com/graduacao/semipresencial/curso-superior-de-bacharelado-em-engenharia-ambiental/,Exatas & Engenharias
TECNOLOGIA EM AGRICULTURA,4,N/A,VESTIBULAR ONLINE/ENEM,TECNÓLOGO,ILIMITADO,"OTIMIZAÇÃO TÉCNICA DE PLANTIO, COLHEITA E CULTIVO","4.000,00",N/A,JUAZEIRO DO NORTE E CRATO,SEMIPRESENCIAL,FLEXÍVEL,"Ideal para quem deseja se tornar um técnico preparado para atuar no manejo de plantio e colheitas.",https://www.uninter.com/graduacao/semipresencial/curso-superior-de-tecnologia-em-agricultura/,Exatas & Engenharias
TECNOLOGIA EM AGRONOMIA,4,N/A,VESTIBULAR ONLINE/ENEM,TECNÓLOGO,ILIMITADO,APLICAÇÃO PRÁTICA DE TÉCNICAS AGRÍCOLAS E MANEJO,"4.200,00",N/A,JUAZEIRO DO NORTE E CRATO,SEMIPRESENCIAL,FLEXÍVEL,"Ideal para quem deseja se tornar um profissional preparado para atuar diretamente nas rotinas operacionais.",https://www.uninter.com/graduacao/semipresencial/tecnologia-em-agronomia/,Exatas & Engenharias
TECNOLOGIA EM GESTÃO DO AGRONEGÓCIO,4,N/A,VESTIBULAR ONLINE/ENEM,TECNÓLOGO,ILIMITADO,"LOGÍSTICA, COMERCIALIZAÇÃO, MERCADO FINANCEIRO AGRO","4.800,00",N/A,JUAZEIRO DO NORTE E CRATO,A DISTÂNCIA,FLEXÍVEL,"Ideal para quem deseja se tornar um administrador preparado para atuar na logística e finanças agrícolas.",https://www.uninter.com/graduacao/a-distancia/curso-superior-de-tecnologia-em-gestao-do-agronegocio/,Negócios & Gestão
TECNOLOGIA EM PAISAGISMO E JARDINAGEM,4,N/A,VESTIBULAR ONLINE/ENEM,TECNÓLOGO,ILIMITADO,"PROJETOS DE ÁREAS VERDES, ARBORIZAÇÃO, ECOTURISMO","3.200,00",N/A,JUAZEIRO DO NORTE E CRATO,SEMIPRESENCIAL,FLEXÍVEL,"Ideal para quem deseja se tornar um projetista preparado para atuar na criação de parques urbanos.",https://www.uninter.com/graduacao/semipresencial/tecnologia-em-paisagismo-e-jardinagem/,Humanas & Educação
TECNOLOGIA EM PECUÁRIA,4,N/A,VESTIBULAR ONLINE/ENEM,TECNÓLOGO,ILIMITADO,"MANEJO DE REBANHOS, NUTRIÇÃO ANIMAL, MELHORAMENTO","4.300,00",N/A,JUAZEIRO DO NORTE E CRATO,SEMIPRESENCIAL,FLEXÍVEL,"Ideal para quem deseja se tornar um especialista preparado para atuar na nutrição e reprodução.",https://www.uninter.com/graduacao/semipresencial/tecnologia-em-pecuaria/,Exatas & Engenharias
COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,8,N/A,VESTIBULAR ONLINE/ENEM,BACHARELADO,ILIMITADO,"GESTÃO DE MARCAS, CAMPANHAS, DIREÇÃO DE ARTE","3.900,00",N/A,JUAZEIRO DO NORTE E CRATO,A DISTÂNCIA,FLEXÍVEL,"Ideal para quem deseja se tornar um comunicador preparado para atuar no planejamento de marcas.",https://www.uninter.com/graduacao/a-distancia/bacharelado-em-comunicacao-social-publicidade-e-propaganda/,Humanas & Educação
JORNALISMO,8,N/A,VESTIBULAR ONLINE/ENEM,BACHARELADO,ILIMITADO,"REDAÇÃO DE NOTÍCIAS, REPORTAGENS, ASSESSORIA DE IMPRENSA","3.600,00",N/A,JUAZEIRO DO NORTE E CRATO,A DISTÂNCIA,FLEXÍVEL,"Ideal para quem deseja se tornar um jornalista preparado para atuar na apuração de fatos e coberturas.",https://www.uninter.com/graduacao/a-distancia/bacharelado-em-jornalismo/,Humanas & Educação
TECNOLOGIA EM GESTÃO DE MÍDIAS SOCIAIS,4,N/A,VESTIBULAR ONLINE/ENEM,TECNÓLOGO,ILIMITADO,"MONITORAMENTO, PLANEJAMENTO DE CONTEÚDO E TRÁFEGO","3.200,00",N/A,JUAZEIRO DO NORTE E CRATO,A DISTÂNCIA,FLEXÍVEL,"Ideal para quem deseja se tornar um analista preparado para atuar no monitoramento de métricas virtuais.",https://www.uninter.com/graduacao/a-distancia/curso-superior-de-tecnologia-em-gestao-de-midias-sociais/,Tecnologia & TI
TECNOLOGIA EM MARKETING,4,N/A,VESTIBULAR ONLINE/ENEM,TECNÓLOGO,ILIMITADO,"PESQUISAS DE MERCADO, PRECIFICAÇÃO, VENDAS CORPORATIVAS","4.000,00",N/A,JUAZEIRO DO NORTE E CRATO,A DISTÂNCIA,FLEXÍVEL,"Ideal para quem deseja se tornar um estrategista preparado para atuar em análises comerciais.",https://www.uninter.com/graduacao/a-distancia/tecnologia-em-marketing/,Negócios & Gestão
TECNOLOGIA EM MARKETING DIGITAL,4,N/A,VESTIBULAR ONLINE/ENEM,TECNÓLOGO,ILIMITADO,"E-COMMERCE, SEO, INBOUND MARKETING, ANÁLISE DE DADOS","4.300,00",N/A,JUAZEIRO DO NORTE E CRATO,A DISTÂNCIA,FLEXÍVEL,"Ideal para quem deseja se tornar um especialista preparado para atuar em funis de vendas virtuais.",https://www.uninter.com/graduacao/a-distancia/tecnologia-em-marketing-digital/,Negócios & Gestão
CIÊNCIAS CONTÁBEIS,8,N/A,VESTIBULAR ONLINE/ENEM,BACHARELADO,ILIMITADO,"ESCRITURAÇÃO FISCAL, AUDITORIA, BALANÇO DE EMPRESAS","4.600,00",N/A,JUAZEIRO DO NORTE E CRATO,SEMIPRESENCIAL,FLEXÍVEL,"Ideal para quem deseja se tornar um contador preparado para atuar no controle financeiro.",https://www.uninter.com/graduacao/a-distancia/bacharelado-em-ciencias-contabeis/,Negócios & Gestão
TECNOLOGIA EM PROCESSOS QUÍMICOS,4,N/A,VESTIBULAR ONLINE/ENEM,TECNÓLOGO,ILIMITADO,"OPERAÇÃO, CONTROLE DE QUALIDADE, DESENVOLVIMENTO","4.500,00",N/A,JUAZEIRO DO NORTE E CRATO,SEMIPRESENCIAL,FLEXÍVEL,"Ideal para quem deseja se tornar um químico industrial preparado para atuar na operação de reatores.",https://www.uninter.com/graduacao/semipresencial/tecnologia-em-processos-quimicos/,Exatas & Engenharias
TECNOLOGIA EM GESTÃO DA SEGURANÇA E DEFESA CIBERNÉTICA,4,N/A,VESTIBULAR ONLINE/ENEM,TECNÓLOGO,ILIMITADO,"PROTEÇÃO CONTRA ATAQUES, AUDITORIA DE REDES, DEFESA","6.000,00",N/A,JUAZEIRO DO NORTE E CRATO,A DISTÂNCIA,FLEXÍVEL,"Ideal para quem deseja se tornar um analista preparado para atuar contra ameaças virtuais.",https://www.uninter.com/graduacao/a-distancia/tecnologia-em-gestao-da-seguranca-e-defesa-cibernetica/,Tecnologia & TI
ADMINISTRAÇÃO PÚBLICA,8,N/A,VESTIBULAR ONLINE/ENEM,BACHARELADO,ILIMITADO,"GESTÃO DE ÓRGÃOS PÚBLICOS, POLÍTICAS PÚBLICAS","5.200,00",N/A,JUAZEIRO DO NORTE E CRATO,A DISTÂNCIA,FLEXÍVEL,"Ideal para quem deseja se tornar um gestor público preparado para atuar na administração estatal.",https://www.uninter.com/graduacao/a-distancia/bacharelado-em-administracao-publica/,Negócios & Gestão
CIÊNCIA POLÍTICA,8,N/A,VESTIBULAR ONLINE/ENEM,BACHARELADO,ILIMITADO,"CONSULTORIA PARTIDÁRIA, ANÁLISE DE RISCOS POLÍTICOS","4.800,00",N/A,JUAZEIRO DO NORTE E CRATO,A DISTÂNCIA,FLEXÍVEL,"Ideal para quem deseja se tornar um cientista político preparado para atuar em análises eleitorais.",https://www.uninter.com/graduacao/a-distancia/bacharelado-em-ciencia-politica/,Humanas & Educação
RELACÕES INTERNACIONAIS,8,N/A,VESTIBULAR ONLINE/ENEM,BACHARELADO,ILIMITADO,"COMÉRCIO EXTERIOR, DIPLOMACIA CORPORATIVA, NEGOCIAÇÕES","5.500,00",N/A,JUAZEIRO DO NORTE E CRATO,A DISTÂNCIA,FLEXÍVEL,"Ideal para quem deseja se tornar um analista internacional preparado para transações globais.",https://www.uninter.com/graduacao/a-distancia/bacharelado-em-relacoes-internacionais/,Humanas & Educação
TECNOLOGIA EM CRIMINOLOGIA,4,N/A,VESTIBULAR ONLINE/ENEM,TECNÓLOGO,ILIMITADO,"ANÁLISE DA MENTE CRIMINOSA, SEGURANÇA PÚBLICA","4.200,00",N/A,JUAZEIRO DO NORTE E CRATO,A DISTÂNCIA,FLEXÍVEL,"Ideal para quem deseja se tornar um analista preparado para atuar no estudo científico do crime.",https://www.uninter.com/graduacao/a-distancia/curso-superior-de-tecnologia-em-criminologia/,Humanas & Educação
TECNOLOGIA EM GESTÃO DE SERVIÇOS JUDICIAIS E NOTARIAIS,4,N/A,VESTIBULAR ONLINE/ENEM,TECNÓLOGO,ILIMITADO,"ATUAÇÃO TÉCNICA INTERNA EM CARTÓRIOS E TRIBUNAIS","3.500,00",N/A,JUAZEIRO DO NORTE E CRATO,SEMIPRESENCIAL,FLEXÍVEL,O curso é ideal para quem deseja se tornar um assistente preparado para atuar nas rotinas jurídicas.,https://www.uninter.com/graduacao/semipresencial/licenciatura-em-pedagogia/,Negócios & Gestão
TECNOLOGIA EM GESTÃO DE SERVIÇOS PENAIS,4,N/A,VESTIBULAR ONLINE/ENEM,TECNÓLOGO,ILIMITADO,"GESTÃO ADMINISTRATIVA PRISIONAL, REINTEGRAÇÃO SOCIAL","3.900,00",N/A,JUAZEIRO DO NORTE E CRATO,A DISTÂNCIA,FLEXÍVEL,Ideal para quem deseja se tornar um gestor prisional preparado para atuar na administração de unidades.,https://www.uninter.com/graduacao/a-distancia/curso-superior-de-tecnologia-em-gestao-de-servicos-penais/,Humanas & Educação
TECNOLOGIA EM INVESTIGAÇÃO FORENSE E PERÍCIA CRIMINAL,4,N/A,VESTIBULAR ONLINE/ENEM,TECNÓLOGO,ILIMITADO,"COLETA DE EVIDÊNCIAS EM CRIMES, PERÍCIA, INTELIGÊNCIA","4.700,00",N/A,JUAZEIRO DO NORTE E CRATO,A DISTÂNCIA,FLEXÍVEL,"Ideal para quem deseja se tornar um investigador preparado para atuar em laudos forenses.",https://www.uninter.com/graduacao/a-distancia/curso-superior-de-tecnologia-em-investigacao-forense-e-pericia-criminal/,Humanas & Educação
TECNOLOGIA EM MEDIAÇÃO CONCILIAÇÃO E ARBITRAGEM,4,N/A,VESTIBULAR ONLINE/ENEM,TECNÓLOGO,ILIMITADO,RESOLUÇÃO DE DISPUTAS CIVIS EXTRAJUDICIAIS,"3.800,00",N/A,JUAZEIRO DO NORTE E CRATO,A DISTÂNCIA,FLEXÍVEL,Ideal para quem deseja se tornar um mediador preparado para atuar na resolução de conflitos pacíficos.,https://www.uninter.com/graduacao/a-distancia/curso-superior-de-tecnologia-em-mediacao-conciliacao-e-arbitragem/,Humanas & Educação
TECNOLOGIA EM PERÍCIA JUDICIAL E EXTRAJUDICIAL,4,N/A,VESTIBULAR ONLINE/ENEM,TECNÓLOGO,ILIMITADO,ELABORAÇÃO DE LAUDOS E PARECERES TÉCNICOS,"4.400,00",N/A,JUAZEIRO DO NORTE E CRATO,A DISTÂNCIA,FLEXÍVEL,Ideal para quem deseja se tornar um perito técnico preparado para atuar na emissão de laudos.,https://www.uninter.com/graduacao/a-distancia/curso-superior-de-tecnologia-em-pericia-judicial-e-extrajudicial/,Humanas & Educação
LICENCIATURA EM ARTES VISUAIS,8,N/A,VESTIBULAR ONLINE/ENEM,LICENCIATURA,ILIMITADO,"DOCÊNCIA DE ARTES NA EDUCAÇÃO BÁSICA, CULTURA","2.900,00",N/A,JUAZEIRO DO NORTE E CRATO,SEMIPRESENCIAL,FLEXÍVEL,"Ideal para quem deseja se tornar um professor preparado para atuar no ensino de artes.",https://www.uninter.com/graduacao/semipresencial/licenciatura-em-artes-visuais/,Humanas & Educação
LICENCIATURA EM CIÊNCIAS BIOLÓGICAS,8,N/A,VESTIBULAR ONLINE/ENEM,LICENCIATURA,ILIMITADO,"ENSINO DE BIOLOGIA E CIÊNCIAS NA REDE REGULAR","3.100,00",N/A,JUAZEIRO DO NORTE E CRATO,A DISTÂNCIA,FLEXÍVEL,Ideal para quem deseja se tornar um educador preparado para atuar na rede de ensino básico.,https://www.uninter.com/cursos-extensao/a-distancia/ciencias-biologicas-licenciatura-lepi-laboratorio-pratico-plantas-que-curam-e-alimentam-etnobiologia-17-09-25/,Saúde
LICENCIATURA EM CIÊNCIAS DA RELIGIÃO,8,N/A,VESTIBULAR ONLINE/ENEM,LICENCIATURA,ILIMITADO,"ENSINO RELIGIOSO ESCOLAR, ANÁLISE ANTROPOLÓGICA","3.000,00",N/A,JUAZEIRO DO NORTE E CRATO,SEMIPRESENCIAL,FLEXÍVEL,"Ideal para quem deseja se tornar um docente preparado para atuar no Ensino Religioso de modo laico.",https://www.uninter.com/graduacao/semipresencial/licenciatura-em-ciencias-da-religiao/,Humanas & Educação
LICENCIATURA EM EDUCAÇÃO ESPECIAL,8,N/A,VESTIBULAR ONLINE/ENEM,LICENCIATURA,ILIMITADO,"ATENDIMENTO ESPECIALIZADO, INCLUSÃO ESCOLAR","3.500,00",N/A,JUAZEIRO DO NORTE E CRATO,SEMIPRESENCIAL,FLEXÍVEL,Ideal para quem deseja se tornar um professor preparado para atuar no suporte de alunos com deficiências.,https://www.uninter.com/graduacao/semipresencial/licenciatura-em-educacao-especial/,Humanas & Educação
LICENCIATURA EM LETRAS-INGLÊS,8,N/A,VESTIBULAR ONLINE/ENEM,LICENCIATURA,ILIMITADO,"ENSINO DE LÍNGUA INGLESA, TRADUÇÃO, REVISÃO","3.300,00",N/A,JUAZEIRO DO NORTE E CRATO,SEMIPRESENCIAL,FLEXÍVEL,"Ideal para quem deseja se tornar um professor de inglês preparado para atuar no ensino regular.",https://www.uninter.com/graduacao/semipresencial/licenciatura-em-letras-ingles/,Humanas & Educação
LICENCIATURA EM LETRAS-LIBRAS,8,N/A,VESTIBULAR ONLINE/ENEM,LICENCIATURA,ILIMITADO,ENSINO E INTERPRETAÇÃO DA LÍNGUA DE SINAIS,"3.600,00",N/A,JUAZEIRO DO NORTE E CRATO,SEMIPRESENCIAL,FLEXÍVEL,Ideal para quem deseja se tornar um educador preparado para atuar no ensino e na tradução de Libras.,https://www.uninter.com/graduacao/semipresencial/licenciatura-em-letras-libras/,Humanas & Educação
LICENCIATURA EM LETRAS-LÍNGUA PORTUGUESA,8,N/A,VESTIBULAR ONLINE/ENEM,LICENCIATURA,ILIMITADO,"ENSINO DE PORTUGUÊS, REDAÇÃO, REVISÃO EDITORIAL","3.200,00",N/A,JUAZEIRO DO NORTE E CRATO,SEMIPRESENCIAL,FLEXÍVEL,"Ideal para quem deseja se tornar um professor preparado para atuar no ensino de gramática e literatura.",https://www.uninter.com/graduacao/semipresencial/licenciatura-em-letras-lingua-portuguesa/,Humanas & Educação
LICENCIATURA EM MATEMÁTICA,8,N/A,VESTIBULAR ONLINE/ENEM,LICENCIATURA,ILIMITADO,DOCÊNCIA DE MATEMÁTICA NO ENSINO BÁSICO,"3.500,00",N/A,JUAZEIRO DO NORTE E CRATO,SEMIPRESENCIAL,FLEXÍVEL,"Ideal para quem deseja se tornar um professor preparado para atuar no ensino de cálculo e álgebra.",https://www.uninter.com/graduacao/semipresencial/licenciatura-em-matematica/,Exatas & Engenharias
LICENCIATURA EM MÚSICA,8,N/A,VESTIBULAR ONLINE/ENEM,LICENCIATURA,ILIMITADO,"EDUCAÇÃO MUSICAL EM ESCOLAS, CONSERVATÓRIOS","3.100,00",N/A,JUAZEIRO DO NORTE E CRATO,SEMIPRESENCIAL,FLEXÍVEL,"Ideal para quem deseja se tornar um educador musical preparado para atuar no ensino de teoria e canto.",https://www.uninter.com/graduacao/semipresencial/licenciatura-em-musica/,Humanas & Educação
LICENCIATURA EM PEDAGOGIA,8,N/A,VESTIBULAR ONLINE/ENEM,LICENCIATURA,ILIMITADO,"EDUCAÇÃO INFANTIL, ANOS INICIAIS, GESTÃO ESCOLAR","3.400,00",N/A,JUAZEIRO DO NORTE E CRATO,SEMIPRESENCIAL,FLEXÍVEL,"Ideal para quem deseja se tornar um pedagogo preparado para atuar nos anos iniciais do Fundamental.",https://www.uninter.com/graduacao/semipresencial/licenciatura-em-pedagogia/,Humanas & Educação
LICENCIATURA EM QUÍMICA,8,N/A,VESTIBULAR ONLINE/ENEM,LICENCIATURA,ILIMITADO,DOCÊNCIA DE QUÍMICA EM ENSINO MÉDIO E TÉCNICO,"3.300,00",N/A,JUAZEIRO DO NORTE E CRATO,SEMIPRESENCIAL,FLEXÍVEL,"Ideal para quem deseja se tornar um professor preparado para atuar no ensino de reações químicas.",https://www.uninter.com/graduacao/semipresencial/licenciatura-em-quimica/,Exatas & Engenharias
LICENCIATURA EM SOCIOLOGIA,8,N/A,VESTIBULAR ONLINE/ENEM,LICENCIATURA,ILIMITADO,DOCÊNCIA DE SOCIOLOGIA NO ENSINO MÉDIO,"3.100,00",N/A,JUAZEIRO DO NORTE E CRATO,SEMIPRESENCIAL,FLEXÍVEL,"Ideal para quem deseja se tornar um docente preparado para atuar no ensino de direitos humanos.",https://www.uninter.com/graduacao/semipresencial/licenciatura-em-sociologia/,Humanas & Educação
